gender,parental level of education,lunch,test preparation course,math score,reading score,writing score,family income,study hours 
female,associate's degree,standard,completed,70,77,76,Medium,0.0
male,some high school,free/reduced,none,48,52,45,Low,17.0
female,associate's degree,free/reduced,completed,74,90,87,Low,15.0
male,some college,standard,none,55,58,52,High,16.0
female,some high school,standard,none,46,54,52,Medium,7.0
male,associate's degree,standard,none,72,56,62,Medium,10.0
male,associate's degree,free/reduced,none,46,43,41,Medium,13.0
male,some high school,standard,completed,71,68,68,Medium,13.0
male,some high school,free/reduced,none,59,42,40,High,15.0
female,associate's degree,free/reduced,none,59,75,73,Low,13.0
male,high school,standard,none,56,49,54,Medium,12.0
male,bachelor's degree,standard,none,54,49,47,Low,19.0
male,some high school,free/reduced,none,79,76,65,Medium,10.0
male,bachelor's degree,standard,none,53,48,47,Low,19.0
female,master's degree,standard,none,77,91,95,Medium,0.0
female,some college,standard,none,98,99,99,High,9.0
female,associate's degree,standard,none,39,48,49,Medium,8.0
male,high school,free/reduced,none,54,55,51,High,18.0
male,some high school,standard,completed,46,40,43,Medium,14.0
female,some high school,free/reduced,none,48,58,55,Low,15.0
female,some high school,standard,completed,80,84,85,Medium,7.0
male,some high school,free/reduced,none,65,58,52,Medium,13.0
male,some college,standard,none,76,70,71,Medium,20.0
female,bachelor's degree,standard,none,36,44,37,Low,7.0
male,some college,standard,none,80,81,83,High,14.0
female,associate's degree,free/reduced,completed,76,89,97,Low,12.0
male,high school,free/reduced,completed,72,66,65,Low,15.0
female,bachelor's degree,standard,none,37,44,37,Low,7.0
female,some college,standard,completed,81,96,95,High,15.0
female,associate's degree,standard,completed,67,67,73,Low,0.0
male,high school,standard,none,83,77,74,High,11.0
male,some high school,standard,completed,87,84,76,Low,13.0
female,high school,standard,none,73,76,73,High,8.0
female,high school,standard,none,57,62,59,Low,5.0
male,some high school,standard,completed,76,80,73,Medium,6.0
female,bachelor's degree,standard,completed,66,74,81,Medium,11.0
female,associate's degree,standard,none,68,76,67,Low,0.0
female,associate's degree,standard,completed,65,84,83,Medium,19.0
male,associate's degree,standard,completed,65,62,63,Low,9.0
male,high school,free/reduced,completed,63,64,67,Medium,9.0
female,some college,standard,completed,63,82,77,Medium,13.0
female,some high school,standard,none,59,72,80,Medium,6.0
male,associate's degree,free/reduced,completed,60,51,55,Medium,10.0
female,some high school,standard,completed,91,100,96,Medium,19.0
female,master's degree,standard,none,54,59,62,Low,14.0
male,associate's degree,free/reduced,completed,68,70,62,Low,12.0
male,some high school,standard,completed,84,83,74,Medium,8.0
male,associate's degree,free/reduced,completed,77,68,67,Medium,10.0
male,some college,free/reduced,none,75,81,73,Low,5.0
male,some college,standard,completed,87,85,76,Low,5.0
female,some college,standard,completed,75,81,83,Low,6.0
female,high school,standard,none,59,71,68,Medium,13.0
female,high school,standard,none,57,68,60,Medium,18.0
male,associate's degree,standard,none,80,63,63,Low,19.0
female,high school,free/reduced,none,32,41,43,Low,15.0
female,some high school,free/reduced,completed,28,40,43,Medium,15.0
male,some college,free/reduced,completed,73,77,76,Medium,5.0
female,some high school,free/reduced,none,50,63,58,Low,0.0
female,associate's degree,free/reduced,completed,67,76,79,Medium,17.0
female,associate's degree,free/reduced,completed,76,88,98,Low,11.0
male,some college,standard,none,53,55,47,Medium,6.0
female,some college,standard,none,54,68,65,Low,15.0
female,high school,standard,none,60,72,62,Medium,8.0
male,some high school,standard,completed,87,73,74,High,0.0
male,master's degree,standard,none,94,81,83,Medium,9.0
female,bachelor's degree,free/reduced,none,74,84,82,Low,6.0
female,some high school,standard,none,77,79,80,Medium,18.0
female,associate's degree,free/reduced,completed,82,85,87,Low,18.0
male,some college,standard,none,59,63,59,High,0.0
female,some college,free/reduced,none,49,64,54,Medium,10.0
male,some college,free/reduced,completed,59,62,59,Medium,19.0
male,master's degree,free/reduced,none,78,81,70,Low,6.0
female,associate's degree,standard,none,38,64,57,Low,9.0
female,high school,standard,completed,57,70,68,Low,9.0
female,some college,free/reduced,none,22,39,32,Low,20.0
female,some college,free/reduced,none,71,75,70,High,9.0
female,some college,standard,none,54,47,51,Medium,8.0
female,associate's degree,standard,completed,56,77,79,High,20.0
female,bachelor's degree,standard,completed,77,94,94,Medium,0.0
male,high school,standard,none,51,53,48,High,17.0
female,high school,standard,none,47,61,59,High,12.0
female,associate's degree,standard,completed,67,83,80,Low,8.0
male,associate's degree,standard,none,57,53,52,Medium,9.0
female,some high school,standard,none,69,63,72,Medium,19.0
female,some high school,standard,completed,59,69,69,Medium,11.0
female,bachelor's degree,free/reduced,none,77,79,76,Medium,16.0
female,high school,free/reduced,completed,46,54,57,Low,8.0
male,some high school,standard,none,84,83,80,High,18.0
female,bachelor's degree,standard,none,65,73,75,Medium,11.0
female,some high school,standard,completed,91,100,97,Medium,19.0
female,some high school,standard,none,72,78,79,Low,17.0
female,some college,free/reduced,none,58,60,65,Medium,0.0
female,associate's degree,standard,completed,65,75,77,Medium,5.0
male,some college,standard,completed,69,77,76,Medium,16.0
female,master's degree,standard,completed,93,99,99,High,12.0
male,some college,standard,none,68,59,53,Medium,13.0
female,associate's degree,standard,completed,93,99,95,Low,7.0
female,some college,free/reduced,none,34,44,43,Low,5.0
male,associate's degree,standard,none,60,47,45,Medium,8.0
female,high school,standard,none,76,76,74,Low,8.0
female,some high school,free/reduced,none,42,52,52,Low,9.0
male,some high school,standard,none,72,65,62,Low,17.0
male,some college,free/reduced,completed,50,48,52,Low,5.0
male,some college,standard,none,78,66,66,Medium,6.0
male,some college,free/reduced,none,65,57,48,Low,0.0
female,associate's degree,standard,completed,56,77,79,Medium,11.0
female,master's degree,standard,none,74,78,82,Low,17.0
female,master's degree,free/reduced,completed,84,94,99,Low,16.0
male,some college,standard,completed,99,95,86,Medium,20.0
male,some college,free/reduced,none,58,61,61,High,20.0
female,some college,free/reduced,none,61,60,57,Low,17.0
female,associate's degree,standard,none,75,73,73,Low,8.0
female,high school,standard,completed,68,79,75,Low,6.0
male,associate's degree,free/reduced,none,89,89,82,Medium,7.0
female,some college,standard,none,79,89,88,Medium,20.0
male,high school,standard,none,61,56,55,Low,11.0
female,high school,standard,none,81,90,88,Medium,9.0
male,associate's degree,free/reduced,completed,40,55,53,Low,4.0
male,bachelor's degree,standard,completed,76,62,65,Low,13.0
female,some college,free/reduced,completed,41,55,54,Low,15.0
female,some high school,standard,completed,67,73,76,Low,19.0
male,some high school,standard,completed,63,60,56,Low,6.0
female,some high school,free/reduced,completed,69,85,81,Low,14.0
female,some college,standard,completed,67,78,76,Medium,0.0
female,master's degree,standard,none,55,64,70,Low,12.0
female,some college,standard,completed,67,77,77,Medium,0.0
female,high school,standard,completed,69,77,77,Low,14.0
female,bachelor's degree,standard,none,67,85,82,Low,5.0
male,high school,free/reduced,none,74,69,68,Low,8.0
male,high school,standard,completed,72,71,68,Low,9.0
male,associate's degree,standard,none,39,52,43,Low,8.0
male,some college,standard,none,54,58,51,High,15.0
female,some college,free/reduced,none,76,85,85,Medium,17.0
male,high school,free/reduced,none,59,57,51,Medium,12.0
male,some college,free/reduced,completed,73,76,75,Medium,4.0
female,high school,standard,none,43,60,51,High,11.0
female,associate's degree,standard,none,68,79,71,Low,8.0
female,master's degree,standard,none,73,78,73,High,0.0
male,bachelor's degree,standard,none,88,77,82,Low,20.0
male,some college,free/reduced,none,57,57,53,High,15.0
male,associate's degree,standard,completed,66,62,64,Low,8.0
male,high school,standard,none,59,58,46,Low,0.0
male,some college,free/reduced,completed,81,78,81,Low,17.0
female,associate's degree,standard,none,40,58,50,Low,17.0
male,associate's degree,standard,none,61,65,58,High,6.0
female,some high school,standard,completed,54,60,62,High,9.0
female,high school,standard,completed,87,98,99,Medium,16.0
female,high school,free/reduced,none,61,67,63,Low,16.0
female,some high school,free/reduced,completed,74,89,88,Low,5.0
male,some high school,standard,none,54,47,43,Medium,7.0
female,some college,free/reduced,none,65,80,77,Low,14.0
female,bachelor's degree,free/reduced,none,75,85,82,Low,6.0
male,master's degree,free/reduced,none,72,73,72,High,16.0
female,some college,free/reduced,none,77,89,91,High,6.0
female,high school,standard,none,60,67,72,High,0.0
female,some high school,standard,none,57,67,72,Low,0.0
female,some high school,free/reduced,none,66,84,83,Medium,19.0
male,some college,free/reduced,completed,60,61,60,Medium,18.0
female,some college,free/reduced,completed,64,74,69,Medium,20.0
female,associate's degree,standard,none,39,59,50,Low,18.0
male,some college,standard,completed,86,83,86,Low,0.0
female,associate's degree,free/reduced,none,63,73,68,Medium,12.0
male,associate's degree,standard,none,52,44,39,Medium,16.0
male,some high school,standard,none,54,47,44,Medium,7.0
female,bachelor's degree,free/reduced,none,77,89,93,Low,8.0
female,some college,standard,none,70,80,80,Low,15.0
female,associate's degree,standard,none,58,72,68,Medium,11.0
male,high school,free/reduced,none,35,29,26,High,14.0
male,some high school,standard,completed,77,75,77,Medium,13.0
male,associate's degree,free/reduced,none,74,65,72,Low,14.0
female,associate's degree,standard,completed,65,70,73,Medium,12.0
male,associate's degree,standard,none,85,76,71,Medium,14.0
female,associate's degree,free/reduced,completed,57,67,73,Low,6.0
female,some high school,standard,completed,65,77,78,Low,14.0
male,some high school,standard,completed,89,88,81,Low,8.0
male,associate's degree,free/reduced,none,45,42,40,Medium,13.0
male,some college,standard,none,83,76,70,Medium,12.0
male,bachelor's degree,standard,completed,63,64,65,Low,5.0
female,associate's degree,free/reduced,none,43,60,58,High,17.0
male,bachelor's degree,free/reduced,none,55,58,53,Medium,0.0
male,some college,standard,completed,70,61,69,High,11.0
female,bachelor's degree,standard,completed,79,91,89,Low,10.0
female,master's degree,standard,completed,77,82,91,Low,16.0
female,high school,free/reduced,none,35,52,45,Medium,18.0
female,master's degree,standard,none,62,70,75,Low,12.0
male,some college,standard,none,60,63,58,High,0.0
female,some high school,standard,none,64,69,75,Medium,7.0
male,high school,standard,none,70,60,61,Medium,10.0
male,some college,standard,none,68,72,64,Medium,12.0
female,high school,standard,none,65,70,75,Low,15.0
male,bachelor's degree,standard,none,58,54,48,Low,10.0
female,high school,free/reduced,completed,66,78,83,Medium,14.0
male,some high school,standard,completed,65,68,63,Medium,10.0
male,some high school,free/reduced,none,68,72,64,Low,4.0
male,associate's degree,standard,completed,65,63,64,Low,9.0
male,some college,standard,completed,62,66,68,Medium,12.0
female,some college,standard,completed,63,78,79,Medium,12.0
female,high school,standard,none,45,63,59,Medium,6.0
male,bachelor's degree,standard,none,68,57,57,High,7.0
female,some college,free/reduced,completed,64,85,85,Low,13.0
male,some high school,standard,completed,66,73,67,Medium,16.0
female,master's degree,standard,completed,94,98,100,High,12.0
female,high school,free/reduced,none,34,61,54,Medium,6.0
male,associate's degree,free/reduced,none,57,56,57,Medium,12.0
male,master's degree,standard,none,71,67,67,Medium,12.0
female,some college,free/reduced,none,21,39,32,Low,20.0
male,associate's degree,standard,completed,93,84,82,Medium,17.0
female,some high school,free/reduced,completed,28,39,43,Medium,15.0
male,some high school,standard,completed,79,85,86,Low,13.0
male,some high school,free/reduced,completed,80,78,79,Medium,15.0
male,high school,standard,completed,75,62,60,Low,14.0
male,some college,standard,none,65,58,51,Medium,18.0
male,some college,free/reduced,completed,60,61,60,Medium,18.0
female,master's degree,free/reduced,completed,76,96,94,Low,8.0
male,associate's degree,standard,completed,80,72,76,High,19.0
female,associate's degree,standard,completed,79,88,93,Medium,18.0
female,associate's degree,standard,none,59,66,67,Low,0.0
male,some college,standard,none,69,63,67,Low,10.0
female,associate's degree,standard,none,48,52,53,Low,5.0
male,associate's degree,free/reduced,none,46,57,44,Medium,15.0
male,associate's degree,standard,none,49,50,42,Medium,6.0
female,some college,standard,completed,86,85,90,Medium,14.0
female,some high school,free/reduced,none,48,53,53,Low,11.0
female,some high school,free/reduced,none,65,85,79,Medium,13.0
male,bachelor's degree,free/reduced,none,55,45,44,Low,8.0
male,bachelor's degree,standard,none,64,60,58,Low,11.0
male,some high school,standard,none,72,67,66,Medium,11.0
male,associate's degree,free/reduced,completed,42,45,49,Low,18.0
male,associate's degree,free/reduced,completed,68,69,63,Low,12.0
male,bachelor's degree,free/reduced,completed,74,70,79,Low,9.0
male,bachelor's degree,free/reduced,none,61,66,61,Medium,17.0
female,master's degree,free/reduced,none,45,56,54,High,6.0
male,some college,standard,none,62,63,60,Medium,7.0
female,bachelor's degree,standard,none,65,72,75,Medium,10.0
male,some high school,free/reduced,none,79,76,64,Medium,10.0
female,associate's degree,free/reduced,none,47,52,58,Low,12.0
male,bachelor's degree,free/reduced,none,62,62,55,Low,7.0
female,high school,standard,none,71,79,83,High,5.0
male,associate's degree,free/reduced,completed,45,42,43,Medium,19.0
male,some high school,standard,completed,62,66,69,Low,11.0
male,some college,standard,completed,76,62,62,High,10.0
male,some high school,standard,completed,62,67,67,Low,17.0
female,bachelor's degree,free/reduced,none,28,40,46,Medium,18.0
male,some high school,free/reduced,completed,73,66,58,Low,13.0
male,associate's degree,standard,none,68,76,68,Medium,13.0
male,bachelor's degree,standard,completed,75,58,62,High,13.0
female,some high school,free/reduced,completed,69,85,80,Low,14.0
male,high school,free/reduced,none,74,69,68,Low,9.0
female,high school,standard,none,64,64,62,Medium,8.0
male,associate's degree,free/reduced,none,74,65,72,Low,14.0
male,high school,standard,completed,75,62,59,Low,14.0
female,some college,standard,none,78,86,81,Medium,13.0
female,high school,standard,none,66,71,74,Low,19.0
female,high school,standard,none,58,72,68,Medium,13.0
female,some high school,standard,none,65,81,81,Medium,9.0
female,high school,free/reduced,completed,50,65,63,Medium,18.0
female,high school,standard,none,74,86,78,Low,11.0
female,associate's degree,standard,completed,65,70,73,Medium,11.0
female,high school,free/reduced,none,35,53,45,Medium,18.0
female,bachelor's degree,free/reduced,none,62,73,78,Medium,11.0
male,some high school,free/reduced,completed,80,78,79,Medium,16.0
male,master's degree,standard,none,70,67,67,Medium,11.0
male,associate's degree,standard,none,88,75,73,Medium,5.0
male,bachelor's degree,standard,completed,66,61,68,Low,16.0
male,associate's degree,standard,none,45,42,42,Low,8.0
male,associate's degree,free/reduced,completed,77,74,72,Medium,17.0
male,associate's degree,free/reduced,none,45,42,40,Medium,13.0
female,associate's degree,standard,completed,60,85,87,Medium,14.0
male,bachelor's degree,standard,completed,90,81,79,Low,12.0
female,some college,free/reduced,none,59,62,64,Low,8.0
female,high school,standard,completed,59,62,75,Low,15.0
female,some college,standard,none,59,70,69,High,0.0
male,some high school,standard,completed,70,69,68,Medium,12.0
female,associate's degree,standard,none,72,75,79,Medium,0.0
female,bachelor's degree,standard,none,64,71,74,Medium,13.0
female,some college,free/reduced,none,46,63,65,Low,5.0
male,bachelor's degree,standard,completed,68,73,73,High,4.0
female,some college,standard,none,83,86,90,Medium,10.0
female,high school,standard,none,44,63,59,Medium,6.0
male,some high school,free/reduced,completed,55,60,60,Medium,4.0
male,high school,standard,none,73,63,56,Low,20.0
female,some college,free/reduced,completed,58,77,76,Low,5.0
female,master's degree,free/reduced,none,49,67,73,Medium,15.0
female,associate's degree,standard,none,38,64,57,Low,10.0
male,high school,standard,none,81,65,63,High,0.0
male,high school,free/reduced,none,44,46,48,Low,5.0
female,some high school,standard,none,81,97,96,Low,5.0
male,some high school,free/reduced,none,60,57,55,Medium,8.0
male,some college,free/reduced,none,57,60,57,High,19.0
male,high school,standard,none,81,65,63,High,0.0
male,associate's degree,standard,none,92,78,84,Medium,11.0
female,some high school,free/reduced,completed,40,64,63,Medium,8.0
female,associate's degree,standard,none,48,52,52,Low,10.0
female,some high school,standard,none,59,57,58,Medium,9.0
male,bachelor's degree,free/reduced,completed,49,58,59,Medium,9.0
female,high school,standard,completed,88,98,99,Medium,15.0
male,some college,free/reduced,completed,59,65,66,Medium,6.0
male,high school,free/reduced,completed,53,50,50,Medium,10.0
female,some college,standard,none,61,68,68,Medium,4.0
female,some college,standard,none,69,74,78,Medium,9.0
female,some high school,standard,completed,58,84,80,High,10.0
female,bachelor's degree,free/reduced,none,78,78,75,Medium,17.0
female,some college,standard,none,61,70,72,Low,6.0
female,high school,standard,none,65,69,66,Low,10.0
male,some college,standard,none,60,61,62,Medium,7.0
female,high school,standard,none,47,62,60,High,12.0
female,some college,free/reduced,none,64,80,77,Low,13.0
female,some high school,standard,none,57,67,71,Low,0.0
male,high school,standard,none,84,72,68,Low,0.0
male,some high school,standard,completed,88,84,76,Medium,10.0
male,some high school,standard,completed,63,60,57,Low,7.0
male,some high school,standard,none,83,83,79,High,17.0
female,associate's degree,standard,none,58,70,64,Medium,11.0
male,high school,standard,none,88,89,85,High,8.0
female,bachelor's degree,standard,none,99,99,99,Medium,9.0
male,associate's degree,standard,none,79,74,69,Low,10.0
male,associate's degree,free/reduced,none,87,72,72,Low,12.0
male,high school,free/reduced,completed,57,51,51,High,18.0
female,associate's degree,standard,completed,94,86,92,Low,10.0
female,associate's degree,free/reduced,none,54,76,76,Low,12.0
female,associate's degree,free/reduced,none,53,64,64,Low,11.0
male,associate's degree,standard,none,66,57,52,Medium,13.0
male,some high school,standard,none,63,57,50,Low,15.0
male,some high school,free/reduced,none,45,37,36,Low,18.0
male,some college,standard,completed,87,84,86,Low,0.0
male,bachelor's degree,standard,none,63,60,57,Low,11.0
female,associate's degree,standard,none,46,57,56,Low,19.0
male,some college,free/reduced,completed,67,74,70,High,14.0
female,high school,standard,completed,55,68,73,Medium,13.0
female,some college,standard,none,19,37,31,High,15.0
male,associate's degree,free/reduced,completed,78,81,81,Medium,17.0
female,bachelor's degree,standard,none,96,97,95,Low,10.0
female,some high school,standard,none,46,53,52,Medium,6.0
female,some college,free/reduced,none,58,62,63,Low,8.0
female,some college,standard,none,72,76,78,Low,7.0
male,associate's degree,standard,completed,78,77,76,Medium,9.0
female,high school,standard,completed,56,68,73,Medium,14.0
female,associate's degree,standard,completed,68,86,84,High,5.0
male,bachelor's degree,standard,completed,94,90,91,Medium,7.0
female,associate's degree,standard,completed,60,85,87,Medium,13.0
male,some college,standard,none,58,50,43,Medium,7.0
female,some college,standard,none,58,59,65,Medium,19.0
female,high school,free/reduced,none,61,66,64,Low,16.0
male,bachelor's degree,standard,none,65,63,62,High,5.0
female,bachelor's degree,free/reduced,completed,46,61,65,Medium,8.0
female,some college,free/reduced,none,57,61,65,Medium,0.0
male,bachelor's degree,standard,none,82,61,62,Low,6.0
female,high school,standard,none,87,95,86,Low,8.0
female,high school,standard,none,73,76,72,High,7.0
male,bachelor's degree,free/reduced,completed,73,78,75,Low,4.0
male,high school,standard,none,74,80,70,Low,12.0
male,associate's degree,standard,none,90,77,81,Low,9.0
male,high school,free/reduced,none,30,23,14,Low,17.0
male,some high school,standard,none,73,62,57,Medium,7.0
female,some college,standard,completed,82,96,95,High,14.0
male,high school,free/reduced,none,65,65,58,Low,11.0
female,high school,free/reduced,completed,23,43,36,Low,15.0
male,some high school,standard,completed,75,70,69,Medium,20.0
female,some college,free/reduced,none,75,83,87,Medium,20.0
male,associate's degree,standard,completed,80,81,82,High,11.0
female,some college,free/reduced,none,60,65,69,Low,18.0
female,high school,free/reduced,none,70,87,81,Low,8.0
male,master's degree,standard,none,85,84,88,Medium,6.0
female,high school,free/reduced,none,35,53,42,Medium,0.0
male,some high school,free/reduced,completed,58,69,65,Low,6.0
female,bachelor's degree,free/reduced,completed,92,100,99,Low,14.0
male,bachelor's degree,free/reduced,none,53,57,55,Medium,5.0
female,some college,standard,none,72,80,82,Medium,10.0
male,high school,standard,none,70,56,51,High,0.0
female,associate's degree,standard,completed,88,91,95,High,12.0
male,some college,standard,none,58,60,58,Medium,15.0
male,associate's degree,standard,none,54,52,46,Medium,19.0
male,some college,standard,none,59,59,57,Medium,15.0
female,bachelor's degree,standard,none,64,72,74,Medium,11.0
female,some high school,free/reduced,none,44,50,50,Low,10.0
male,some college,standard,none,79,72,66,Low,8.0
male,bachelor's degree,standard,none,68,58,56,High,6.0
male,some college,free/reduced,none,73,76,72,Medium,0.0
female,some high school,free/reduced,completed,64,78,76,High,15.0
male,high school,standard,none,58,51,46,Low,13.0
female,master's degree,standard,none,73,78,73,High,0.0
female,some high school,standard,completed,60,69,69,Medium,10.0
male,some high school,standard,completed,64,66,61,Medium,15.0
female,high school,standard,none,54,64,67,Low,14.0
female,some college,standard,none,53,48,51,Medium,8.0
female,some high school,standard,completed,54,61,62,High,10.0
female,associate's degree,standard,none,84,91,88,Low,11.0
male,some college,standard,none,68,53,55,High,12.0
male,some high school,standard,none,64,50,42,Medium,8.0
male,master's degree,standard,none,79,72,69,Medium,15.0
female,some high school,free/reduced,completed,49,60,59,Low,15.0
female,some high school,standard,none,37,46,46,Medium,18.0
female,associate's degree,free/reduced,none,60,74,74,Low,12.0
female,associate's degree,standard,none,46,57,56,Low,20.0
female,high school,free/reduced,none,70,87,82,Low,7.0
female,some high school,free/reduced,none,37,43,43,Medium,0.0
male,some college,standard,completed,84,81,85,Medium,19.0
female,associate's degree,free/reduced,completed,67,66,68,Low,5.0
female,some college,standard,completed,50,63,66,Low,19.0
male,bachelor's degree,free/reduced,completed,49,58,59,Medium,9.0
male,some high school,standard,completed,75,80,72,Medium,7.0
female,associate's degree,standard,none,38,63,57,Low,9.0
male,associate's degree,free/reduced,completed,77,80,81,Medium,16.0
female,associate's degree,standard,none,65,75,75,Low,6.0
female,some college,free/reduced,completed,42,66,69,Low,7.0
male,associate's degree,standard,none,62,60,60,Medium,15.0
female,associate's degree,standard,none,63,76,73,High,12.0
male,associate's degree,free/reduced,none,67,61,59,High,9.0
male,high school,free/reduced,none,27,34,35,Medium,16.0
female,bachelor's degree,standard,none,80,82,82,High,0.0
female,some college,standard,none,62,67,66,Medium,18.0
male,associate's degree,standard,completed,94,84,81,Medium,17.0
male,associate's degree,free/reduced,none,68,64,61,Low,19.0
female,associate's degree,standard,none,39,47,50,Medium,7.0
female,some college,standard,completed,66,81,78,Medium,11.0
female,some college,free/reduced,none,77,85,86,Medium,16.0
female,high school,free/reduced,completed,76,84,82,Medium,9.0
female,bachelor's degree,free/reduced,completed,65,83,83,Medium,13.0
male,some high school,standard,completed,61,56,56,Medium,7.0
male,associate's degree,free/reduced,none,48,51,51,Low,16.0
male,high school,free/reduced,completed,56,56,54,Medium,7.0
female,high school,standard,completed,68,76,74,Low,10.0
female,some high school,free/reduced,completed,64,78,77,High,16.0
female,some college,standard,completed,81,96,96,High,14.0
female,master's degree,standard,completed,68,84,84,Low,0.0
male,bachelor's degree,free/reduced,none,61,71,65,Low,0.0
male,some high school,standard,none,71,67,67,Medium,11.0
male,bachelor's degree,free/reduced,completed,61,69,76,Low,16.0
male,some high school,standard,none,86,73,69,Medium,18.0
male,master's degree,free/reduced,none,61,67,66,Medium,16.0
male,bachelor's degree,free/reduced,none,53,58,55,Medium,5.0
female,bachelor's degree,standard,none,97,96,95,Low,11.0
male,high school,free/reduced,none,44,50,47,Low,9.0
male,some college,free/reduced,completed,60,61,59,Medium,19.0
male,high school,standard,completed,86,91,81,Medium,19.0
female,some high school,standard,completed,97,100,99,High,0.0
female,associate's degree,free/reduced,none,55,76,75,Low,11.0
male,master's degree,standard,none,94,80,83,Medium,8.0
male,some high school,free/reduced,none,59,42,41,High,15.0
male,high school,standard,none,72,64,57,Low,19.0
male,some college,standard,none,40,42,38,Medium,7.0
female,some high school,standard,none,81,97,96,Low,6.0
male,some college,free/reduced,completed,59,65,66,Medium,5.0
female,high school,standard,none,60,72,62,Medium,8.0
male,some high school,standard,completed,78,84,85,Low,13.0
female,some college,free/reduced,completed,58,77,76,Low,5.0
male,some high school,standard,completed,64,66,62,Medium,15.0
female,bachelor's degree,standard,none,100,100,99,Medium,9.0
female,associate's degree,standard,completed,73,75,83,Medium,0.0
female,some college,free/reduced,none,68,65,74,Low,4.0
female,master's degree,free/reduced,completed,52,69,62,High,13.0
male,some high school,standard,none,73,62,56,Medium,8.0
male,bachelor's degree,free/reduced,none,62,65,67,Medium,5.0
male,master's degree,free/reduced,none,48,52,51,Medium,14.0
male,some college,standard,completed,68,77,77,Medium,16.0
female,some high school,free/reduced,none,47,57,52,Medium,0.0
male,associate's degree,standard,none,71,65,60,High,19.0
female,some high school,free/reduced,none,73,74,72,Medium,18.0
male,high school,standard,none,90,75,68,Medium,8.0
male,high school,standard,none,75,72,68,Low,19.0
male,associate's degree,free/reduced,none,49,51,51,Low,16.0
female,some college,free/reduced,completed,41,55,53,Low,15.0
female,bachelor's degree,free/reduced,completed,93,99,100,Low,13.0
female,high school,free/reduced,none,35,61,54,Medium,6.0
male,bachelor's degree,standard,none,63,59,58,Low,10.0
female,associate's degree,standard,none,91,85,83,Low,6.0
female,some college,free/reduced,none,58,61,66,Medium,0.0
male,high school,free/reduced,none,53,57,44,Low,6.0
female,associate's degree,standard,none,83,94,91,Low,10.0
female,master's degree,free/reduced,completed,84,95,99,Low,16.0
female,associate's degree,standard,none,77,76,72,Low,14.0
male,bachelor's degree,standard,none,63,70,68,High,5.0
female,associate's degree,standard,completed,94,89,91,High,14.0
female,some college,standard,none,100,92,97,High,16.0
male,high school,standard,completed,60,44,47,Low,7.0
female,some high school,free/reduced,none,55,64,62,Medium,15.0
female,high school,standard,completed,56,58,64,Low,17.0
female,some college,free/reduced,none,46,63,66,Low,5.0
female,associate's degree,standard,none,90,85,84,Low,7.0
male,high school,standard,none,83,76,74,High,12.0
male,high school,free/reduced,none,60,57,50,Medium,13.0
male,high school,standard,none,60,68,60,Low,0.0
female,some college,free/reduced,completed,58,62,72,Medium,13.0
male,high school,standard,none,70,64,60,Medium,0.0
female,bachelor's degree,standard,completed,91,100,98,High,16.0
male,some college,free/reduced,none,74,80,73,Low,6.0
female,associate's degree,standard,completed,68,66,72,Low,0.0
female,some high school,standard,none,65,68,75,Medium,7.0
female,high school,free/reduced,completed,77,87,84,Medium,6.0
female,some high school,standard,none,59,58,59,Medium,9.0
male,some college,standard,none,58,40,42,High,14.0
female,bachelor's degree,standard,none,79,83,82,High,0.0
female,bachelor's degree,standard,none,79,83,82,High,0.0
male,some college,standard,none,67,58,61,High,11.0
female,some college,standard,none,72,76,77,Low,7.0
male,high school,free/reduced,none,69,70,66,Medium,8.0
male,high school,free/reduced,completed,53,50,51,Medium,10.0
male,master's degree,standard,none,95,80,83,Medium,9.0
male,some college,standard,completed,92,84,89,Low,10.0
female,some high school,standard,completed,60,70,69,Medium,10.0
female,some college,free/reduced,completed,57,63,73,Medium,13.0
male,high school,standard,completed,81,80,75,Medium,14.0
male,bachelor's degree,standard,none,76,66,67,Low,4.0
male,bachelor's degree,standard,none,66,59,56,Low,18.0
male,bachelor's degree,standard,none,63,70,69,High,5.0
female,some college,standard,none,62,67,67,Medium,18.0
female,associate's degree,free/reduced,none,52,70,69,Low,11.0
female,associate's degree,standard,none,40,58,50,Low,18.0
male,some college,standard,completed,90,95,91,Low,17.0
male,high school,standard,none,61,54,48,Low,18.0
male,associate's degree,free/reduced,completed,40,54,53,Low,4.0
female,high school,free/reduced,completed,67,79,80,Low,19.0
female,some high school,standard,none,49,63,55,Medium,17.0
male,high school,free/reduced,none,49,45,45,Low,18.0
male,some high school,free/reduced,none,60,57,56,Medium,7.0
male,some college,free/reduced,completed,49,47,52,Low,6.0
male,bachelor's degree,standard,completed,63,64,66,Low,5.0
female,some high school,standard,none,48,57,53,Medium,0.0
male,some college,standard,none,47,42,41,Medium,19.0
male,associate's degree,standard,none,51,54,49,Medium,12.0
male,bachelor's degree,standard,completed,85,66,70,High,19.0
female,some high school,standard,none,82,82,79,Medium,18.0
male,some college,free/reduced,none,59,60,60,Medium,15.0
female,some college,standard,none,63,73,74,Medium,12.0
female,some college,free/reduced,none,75,83,88,Medium,20.0
female,high school,free/reduced,completed,50,65,64,Medium,18.0
male,high school,standard,completed,71,66,63,Medium,6.0
female,high school,standard,completed,56,67,73,Medium,14.0
male,high school,free/reduced,none,53,72,58,Low,19.0
